gene_id,POR_13_S81,POR_34_S82,POR_61_S83
Porites_compressa_HIv1___RNAseq.g35773.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g35775.t1,0,1,1
Porites_compressa_HIv1___RNAseq.g35776.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g35778.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g35779.t1,0,0,0
Porites_compressa_HIv1___TS.g38013.t1,0,15,0
Porites_compressa_HIv1___RNAseq.g35781.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g35782.t1b,0,0,0
Porites_compressa_HIv1___TS.g38016.t1,0,0,0
Porites_compressa_HIv1___TS.g38020.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g35786.t1,0,0,0
Porites_compressa_HIv1___TS.g38023.t1,0,0,0
Porites_compressa_HIv1___TS.g38024.t1,0,0,35
Porites_compressa_HIv1___RNAseq.g35791.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g35792.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g35793.t1,0,53,0
Porites_compressa_HIv1___RNAseq.g35794.t1,0,2,0
Porites_compressa_HIv1___RNAseq.g35795.t1,0,0,1
Porites_compressa_HIv1___TS.g38031.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g35798.t1,0,0,2
Porites_compressa_HIv1___RNAseq.g35799.t1,0,65,77
Porites_compressa_HIv1___RNAseq.g35802.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g35803.t1,0,0,2
Porites_compressa_HIv1___RNAseq.g35809.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g35811.t1,0,0,70
Porites_compressa_HIv1___TS.g38047.t1,0,140,0
Porites_compressa_HIv1___TS.g38054.t1,0,17,8
Porites_compressa_HIv1___RNAseq.g35825.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g35826.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g35827.t1,0,0,7
Porites_compressa_HIv1___RNAseq.g35829.t1,0,55,6
Porites_compressa_HIv1___TS.g38067.t1a,0,1,0
Porites_compressa_HIv1___RNAseq.g35835.t1,0,200,0
Porites_compressa_HIv1___RNAseq.g35683.t1,6281,11786,16003
Porites_compressa_HIv1___TS.g37927.t1,789,1432,3092
Porites_compressa_HIv1___RNAseq.g35695.t1,32,35,45
Porites_compressa_HIv1___TS.g37931.t1,2271,1844,23136
Porites_compressa_HIv1___RNAseq.g35697.t1,673,1339,0
Porites_compressa_HIv1___RNAseq.g35698.t2,1,1,5
Porites_compressa_HIv1___RNAseq.g35700.t1,156,39,338
Porites_compressa_HIv1___RNAseq.g35701.t1,280,1081,1947
Porites_compressa_HIv1___RNAseq.g35706.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g35710.t1,24,0,8
Porites_compressa_HIv1___RNAseq.g35711.t1,156,597,887
Porites_compressa_HIv1___RNAseq.g35712.t1,475,271,18
Porites_compressa_HIv1___RNAseq.g35713.t1,1004,2355,1038
Porites_compressa_HIv1___TS.g37946.t1,156,376,872
Porites_compressa_HIv1___RNAseq.g35717.t1,222,435,71
Porites_compressa_HIv1___RNAseq.g35718.t1,207,914,0
Porites_compressa_HIv1___TS.g37953.t2,160,30,130
Porites_compressa_HIv1___RNAseq.g35727.t1,6,868,0
Porites_compressa_HIv1___RNAseq.g35728.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g35733.t1,148,463,847
Porites_compressa_HIv1___RNAseq.g35734.t1,632,989,1392
Porites_compressa_HIv1___RNAseq.g35737.t1,471,0,242
Porites_compressa_HIv1___RNAseq.g35738.t1,61,102,227
Porites_compressa_HIv1___RNAseq.g35739.t1,15,31,0
Porites_compressa_HIv1___RNAseq.g35742.t1,1832,4945,3422
Porites_compressa_HIv1___RNAseq.g35743.t1,269,489,959
Porites_compressa_HIv1___TS.g37975.t1,518,567,399
Porites_compressa_HIv1___RNAseq.g35764.t1c,155,234,5
Porites_compressa_HIv1___TS.g38000.t1,85,94,80
Porites_compressa_HIv1___TS.g38001.t2,245,396,0
Porites_compressa_HIv1___RNAseq.g35772.t1,198,368,2
Porites_compressa_HIv1___RNAseq.g35774.t1,1,158,0
Porites_compressa_HIv1___TS.g38010.t1,48,0,0
Porites_compressa_HIv1___RNAseq.g35782.t1a,85,61,111
Porites_compressa_HIv1___RNAseq.g35783.t1,461,487,672
Porites_compressa_HIv1___RNAseq.g35784.t1,283,761,332
Porites_compressa_HIv1___RNAseq.g35787.t1,211,0,0
Porites_compressa_HIv1___TS.g38029.t1,50,179,0
Porites_compressa_HIv1___RNAseq.g35797.t1,20,141,0
Porites_compressa_HIv1___RNAseq.g35800.t1,1,0,0
Porites_compressa_HIv1___TS.g38035.t1,63,0,0
Porites_compressa_HIv1___RNAseq.g35801.t1,1,1,0
Porites_compressa_HIv1___RNAseq.g35804.t1,5,44,72
Porites_compressa_HIv1___RNAseq.g35805.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g35806.t1,63,0,0
Porites_compressa_HIv1___RNAseq.g35807.t1,711,637,138
Porites_compressa_HIv1___RNAseq.g35808.t1,1004,1096,287
Porites_compressa_HIv1___RNAseq.g35810.t1,1370,3913,2383
Porites_compressa_HIv1___RNAseq.g35812.t1,454,872,742
Porites_compressa_HIv1___RNAseq.g35813.t1,8,64,16
Porites_compressa_HIv1___TS.g38051.t1,286,427,248
Porites_compressa_HIv1___RNAseq.g35815.t1,35,287,51
Porites_compressa_HIv1___RNAseq.g35816.t1,20,50,27
Porites_compressa_HIv1___RNAseq.g35818.t1,92,190,33
Porites_compressa_HIv1___RNAseq.g35819.t1,137,186,176
Porites_compressa_HIv1___RNAseq.g35820.t1,157,344,145
Porites_compressa_HIv1___RNAseq.g35821.t1,19,158,25
Porites_compressa_HIv1___RNAseq.28493_t,116,135,25
Porites_compressa_HIv1___RNAseq.g35823.t1,37,181,65
Porites_compressa_HIv1___RNAseq.g35824.t1,71,227,90
Porites_compressa_HIv1___RNAseq.g35828.t1,593,242,216
Porites_compressa_HIv1___RNAseq.g35830.t1,3,0,4
Porites_compressa_HIv1___TS.g38067.t1b,91,65,9
Porites_compressa_HIv1___RNAseq.g35833.t1,352,336,63
Porites_compressa_HIv1___RNAseq.g35834.t1,458,666,495
Porites_compressa_HIv1___RNAseq.g25340.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25345.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g25374.t1,1,12,118
Porites_compressa_HIv1___TS.g17086.t1,0,0,0
Porites_compressa_HIv1___TS.g17087.t1,0,0,0
Porites_compressa_HIv1___TS.g17088.t1c,0,0,0
Porites_compressa_HIv1___TS.g17088.t1b,0,0,0
Porites_compressa_HIv1___TS.g17088.t1a,0,0,0
Porites_compressa_HIv1___TS.g17089.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25349.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25350.t1,0,51,89
Porites_compressa_HIv1___TS.g17092.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25353.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25354.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25356.t1,0,0,0
Porites_compressa_HIv1___TS.g17096.t1,0,0,0
Porites_compressa_HIv1___TS.g17097.t1b,0,0,0
Porites_compressa_HIv1___TS.g17097.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g25359.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25360.t1,0,0,0
Porites_compressa_HIv1___TS.g17099.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25361.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25362.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25363.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25364.t1,0,0,32
Porites_compressa_HIv1___RNAseq.g25365.t1,0,0,0
Porites_compressa_HIv1___TS.g17105.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25367.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25368.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25369.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25370.t1,0,24,0
Porites_compressa_HIv1___TS.g17110.t1,0,0,0
Porites_compressa_HIv1___TS.g17111.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25351.t1,43,122,0
Porites_compressa_HIv1___TS.g17094.t1,1,0,0
Porites_compressa_HIv1___TS.g17097.t1c,5,7,28
Porites_compressa_HIv1___RNAseq.g25224.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g25225.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25226.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25227.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25228.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25230.t2,0,0,0
Porites_compressa_HIv1___RNAseq.g25232.t1,0,0,5
Porites_compressa_HIv1___RNAseq.g25233.t1,0,0,0
Porites_compressa_HIv1___TS.g16976.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25235.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25236.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25239.t1,0,0,0
Porites_compressa_HIv1___TS.g16981.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25240.t1,0,0,7
Porites_compressa_HIv1___RNAseq.g25243.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25244.t1,0,0,0
Porites_compressa_HIv1___TS.g16988.t1,0,42,23
Porites_compressa_HIv1___RNAseq.g25251.t1,0,2,13
Porites_compressa_HIv1___RNAseq.g25252.t1,0,0,0
Porites_compressa_HIv1___TS.g16990.t1,0,0,57
Porites_compressa_HIv1___RNAseq.g25254.t1,0,0,14
Porites_compressa_HIv1___TS.g16991.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25255.t1,0,51,0
Porites_compressa_HIv1___RNAseq.g25256.t1,0,120,0
Porites_compressa_HIv1___RNAseq.g25257.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g25257.t1b,0,0,0
Porites_compressa_HIv1___RNAseq.g25258.t1,0,0,0
Porites_compressa_HIv1___TS.g16997.t1,0,14,3
Porites_compressa_HIv1___RNAseq.g25260.t1,0,0,0
Porites_compressa_HIv1___TS.g16999.t1,0,51,18
Porites_compressa_HIv1___RNAseq.g25262.t1,0,0,2
Porites_compressa_HIv1___TS.g17003.t1c,0,0,0
Porites_compressa_HIv1___TS.g17003.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g25269.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g25270.t1,0,0,0
Porites_compressa_HIv1___TS.g17005.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25271.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25272.t1,0,4,7
Porites_compressa_HIv1___RNAseq.g25274.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25276.t1,0,1,0
Porites_compressa_HIv1___TS.g17012.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25278.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25279.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25280.t1,0,5,0
Porites_compressa_HIv1___RNAseq.g25281.t1,0,0,0
Porites_compressa_HIv1___TS.g17019.t1,0,154,87
Porites_compressa_HIv1___RNAseq.g25285.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25286.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25287.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25288.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25289.t1b,0,0,0
Porites_compressa_HIv1___RNAseq.g25289.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g25291.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25292.t1,0,0,0
Porites_compressa_HIv1___TS.g17030.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25298.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25299.t1a,0,196,0
Porites_compressa_HIv1___RNAseq.g25299.t1b,0,0,0
Porites_compressa_HIv1___RNAseq.g25299.t1c,0,0,0
Porites_compressa_HIv1___RNAseq.g25300.t2,0,309,83
Porites_compressa_HIv1___RNAseq.g25301.t1,0,137,71
Porites_compressa_HIv1___RNAseq.g25302.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25303.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25304.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25305.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25306.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25307.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25308.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25309.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25310.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25311.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25312.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25313.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25314.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25315.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25316.t1,0,0,0
Porites_compressa_HIv1___TS.g17051.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25319.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25320.t1,0,0,0
Porites_compressa_HIv1___TS.g17053.t1,0,27,0
Porites_compressa_HIv1___RNAseq.g25322.t1,0,0,0
Porites_compressa_HIv1___TS.g17055.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25323.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25324.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g25325.t1,0,0,0
Porites_compressa_HIv1___TS.g17062.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25329.t1,0,0,1
Porites_compressa_HIv1___TS.g17064.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25330.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25331.t1b,0,0,3
Porites_compressa_HIv1___RNAseq.g25331.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g25332.t1,0,0,0
Porites_compressa_HIv1___TS.g17069.t1,0,0,5
Porites_compressa_HIv1___RNAseq.g25334.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25335.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25336.t1,0,0,0
Porites_compressa_HIv1___TS.g17073.t1,0,0,0
Porites_compressa_HIv1___TS.g17074.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25337.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25338.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25224.t1b,88,428,131
Porites_compressa_HIv1___RNAseq.g25229.t2,8,1,0
Porites_compressa_HIv1___RNAseq.g25231.t1,28,46,61
Porites_compressa_HIv1___RNAseq.g25237.t1,1,0,1
Porites_compressa_HIv1___RNAseq.g25238.t1,1,10,0
Porites_compressa_HIv1___RNAseq.g25241.t1,15,24,8
Porites_compressa_HIv1___RNAseq.g25242.t1,40,36,22
Porites_compressa_HIv1___RNAseq.g25245.t1,53,0,0
Porites_compressa_HIv1___TS.g16987.t1,30,42,3
Porites_compressa_HIv1___RNAseq.g25247.t1,38,136,41
Porites_compressa_HIv1___RNAseq.g25248.t2,194,415,201
Porites_compressa_HIv1___RNAseq.g25263.t1,1,29,0
Porites_compressa_HIv1___TS.g17002.t1,19,85,22
Porites_compressa_HIv1___TS.g17003.t1b,90,138,58
Porites_compressa_HIv1___RNAseq.g25269.t1b,234,591,334
Porites_compressa_HIv1___RNAseq.g25273.t1,154,134,131
Porites_compressa_HIv1___RNAseq.g25275.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g25282.t1,8,0,0
Porites_compressa_HIv1___RNAseq.g25283.t1,1,0,7
Porites_compressa_HIv1___RNAseq.g25290.t1,104,179,1575
Porites_compressa_HIv1___TS.g17027.t1,9,0,0
Porites_compressa_HIv1___RNAseq.g25294.t1,45,0,0
Porites_compressa_HIv1___TS.g17029.t1,68,0,0
Porites_compressa_HIv1___RNAseq.g25297.t1,4,0,229
Porites_compressa_HIv1___RNAseq.g25326.t1,229,101,0
Porites_compressa_HIv1___RNAseq.g25327.t1,115,0,0
Porites_compressa_HIv1___RNAseq.g25380.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25381.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25383.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25384.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25385.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25386.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g25387.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25388.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25389.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25390.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25392.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25393.t1,0,0,135
Porites_compressa_HIv1___RNAseq.g25394.t1,0,0,0
Porites_compressa_HIv1___TS.g17133.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g25396.t1,0,3,0
Porites_compressa_HIv1___RNAseq.g25397.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25400.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25401.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25382.t1,4,0,0
Porites_compressa_HIv1___RNAseq.g25391.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g25398.t1,40,202,49
Porites_compressa_HIv1___RNAseq.g25399.t1,198,416,182
Porites_compressa_HIv1___TS.g875.t1,0,0,0
Porites_compressa_HIv1___TS.g877.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26473.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26474.t1,0,0,0
Porites_compressa_HIv1___TS.g878.t1,0,0,20
Porites_compressa_HIv1___RNAseq.g26475.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26476.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26477.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26478.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26479.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26484.t1,0,87,454
Porites_compressa_HIv1___RNAseq.g26485.t1,0,1,0
Porites_compressa_HIv1___RNAseq.g26486.t1b,0,0,0
Porites_compressa_HIv1___RNAseq.g26486.t1a,0,95,150
Porites_compressa_HIv1___TS.g895.t1,0,45,44
Porites_compressa_HIv1___RNAseq.g26488.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g26488.t1b,0,0,0
Porites_compressa_HIv1___RNAseq.g26489.t1,0,202,5
Porites_compressa_HIv1___RNAseq.g26490.t1,0,36,41
Porites_compressa_HIv1___RNAseq.g26491.t1,0,14,37
Porites_compressa_HIv1___RNAseq.g26492.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26493.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26496.t1,0,172,0
Porites_compressa_HIv1___RNAseq.g26497.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26498.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26499.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26500.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26503.t1,0,78,0
Porites_compressa_HIv1___RNAseq.g26504.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26505.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26506.t1,0,6,0
Porites_compressa_HIv1___TS.g913.t1,0,0,0
Porites_compressa_HIv1___RNAseq.28704_t,0,25,0
Porites_compressa_HIv1___TS.g915.t1,0,86,0
Porites_compressa_HIv1___RNAseq.g26509.t1,0,288,0
Porites_compressa_HIv1___RNAseq.g26510.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26511.t1,0,0,0
Porites_compressa_HIv1___TS.g919.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26514.t1,0,0,0
Porites_compressa_HIv1___TS.g922.t2,0,94,68
Porites_compressa_HIv1___RNAseq.g26521.t1,0,102,34
Porites_compressa_HIv1___RNAseq.g26523.t1,0,211,0
Porites_compressa_HIv1___RNAseq.g26525.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26526.t1,0,61,0
Porites_compressa_HIv1___RNAseq.g26527.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g26529.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26530.t1,0,157,45
Porites_compressa_HIv1___RNAseq.g26535.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26536.t1,0,0,2
Porites_compressa_HIv1___RNAseq.g26537.t1,0,422,0
Porites_compressa_HIv1___RNAseq.g26538.t1,0,52,62
Porites_compressa_HIv1___RNAseq.g26539.t1,0,182,96
Porites_compressa_HIv1___RNAseq.g26540.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26544.t1,0,18,0
Porites_compressa_HIv1___RNAseq.g26547.t1,0,622,60
Porites_compressa_HIv1___RNAseq.g26550.t2,0,227,0
Porites_compressa_HIv1___RNAseq.g26551.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26552.t1,0,17,279
Porites_compressa_HIv1___TS.g955.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26554.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26556.t1,0,1,0
Porites_compressa_HIv1___RNAseq.g26557.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26559.t1,0,0,313
Porites_compressa_HIv1___RNAseq.g26560.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26562.t1,0,0,232
Porites_compressa_HIv1___RNAseq.g26564.t1,0,3,0
Porites_compressa_HIv1___RNAseq.g26565.t1,0,16,0
Porites_compressa_HIv1___TS.g968.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26568.t1b,0,0,0
Porites_compressa_HIv1___RNAseq.g26570.t1,0,448,62
Porites_compressa_HIv1___TS.g976.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26575.t1,0,0,0
Porites_compressa_HIv1___TS.g978.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26578.t1,0,290,0
Porites_compressa_HIv1___RNAseq.g26579.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26580.t1,0,0,0
Porites_compressa_HIv1___TS.g982.t1,0,2066,914
Porites_compressa_HIv1___RNAseq.g26583.t1,0,1,0
Porites_compressa_HIv1___RNAseq.g26585.t1,0,567,178
Porites_compressa_HIv1___RNAseq.g26586.t1,0,300,641
Porites_compressa_HIv1___RNAseq.g26587.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26588.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26589.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26591.t1,0,256,330
Porites_compressa_HIv1___RNAseq.g26595.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26597.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26598.t1,0,0,0
Porites_compressa_HIv1___TS.g1001.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26605.t1,0,0,0
Porites_compressa_HIv1___TS.g1006.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26607.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26608.t1,0,7,204
Porites_compressa_HIv1___RNAseq.g26610.t1,0,0,0
Porites_compressa_HIv1___TS.g1010.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26614.t1,0,0,0
Porites_compressa_HIv1___TS.g1014.t1,0,0,24
Porites_compressa_HIv1___RNAseq.g26616.t1,0,3,0
Porites_compressa_HIv1___RNAseq.g26619.t1,0,0,184
Porites_compressa_HIv1___RNAseq.g26620.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26621.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26622.t1,0,0,78
Porites_compressa_HIv1___RNAseq.g26623.t1,0,615,250
Porites_compressa_HIv1___RNAseq.g26625.t1,0,0,2
Porites_compressa_HIv1___TS.g1026.t1,0,20,53
Porites_compressa_HIv1___RNAseq.g26469.t1,74,136,188
Porites_compressa_HIv1___RNAseq.g26470.t1,51,0,94
Porites_compressa_HIv1___RNAseq.g26471.t1,570,533,751
Porites_compressa_HIv1___RNAseq.g26480.t1,38,0,128
Porites_compressa_HIv1___RNAseq.g26481.t1,651,787,1541
Porites_compressa_HIv1___RNAseq.g26482.t1,3,0,1
Porites_compressa_HIv1___TS.g888.t1,344,0,186
Porites_compressa_HIv1___RNAseq.g26483.t1,1847,2153,7522
Porites_compressa_HIv1___TS.g893.t1,358,0,1
Porites_compressa_HIv1___RNAseq.g26494.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g26495.t1,394,662,3
Porites_compressa_HIv1___TS.g909.t1,11,0,0
Porites_compressa_HIv1___RNAseq.g26515.t1,20,0,0
Porites_compressa_HIv1___RNAseq.g26517.t1,824,2306,3260
Porites_compressa_HIv1___RNAseq.g26518.t1,2474,4476,5510
Porites_compressa_HIv1___TS.g925.t2,231,2627,1182
Porites_compressa_HIv1___RNAseq.g26522.t1,47,955,85
Porites_compressa_HIv1___RNAseq.g26524.t1,19,0,0
Porites_compressa_HIv1___RNAseq.g26528.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g26531.t1,129,0,0
Porites_compressa_HIv1___RNAseq.g26532.t2,29,258,0
Porites_compressa_HIv1___RNAseq.g26533.t1,33,0,45
Porites_compressa_HIv1___RNAseq.g26534.t1,1372,1662,1508
Porites_compressa_HIv1___TS.g943.t1,54,0,0
Porites_compressa_HIv1___RNAseq.28732_t,218,27,0
Porites_compressa_HIv1___RNAseq.28733_t,64,467,0
Porites_compressa_HIv1___RNAseq.g26545.t1,2290,1797,2226
Porites_compressa_HIv1___RNAseq.g26546.t1,2,1,0
Porites_compressa_HIv1___RNAseq.g26548.t1,62,206,475
Porites_compressa_HIv1___RNAseq.g26549.t1,271,0,0
Porites_compressa_HIv1___RNAseq.g26555.t2,588,383,420
Porites_compressa_HIv1___RNAseq.g26558.t1,490,153,587
Porites_compressa_HIv1___RNAseq.g26561.t1,138,0,0
Porites_compressa_HIv1___RNAseq.g26563.t1,580,244,319
Porites_compressa_HIv1___RNAseq.g26566.t1,20,33,15
Porites_compressa_HIv1___RNAseq.g26567.t2,780,112,0
Porites_compressa_HIv1___RNAseq.g26568.t1a,141,492,0
Porites_compressa_HIv1___RNAseq.g26569.t1,200,648,463
Porites_compressa_HIv1___RNAseq.g26571.t1,181,0,245
Porites_compressa_HIv1___RNAseq.g26572.t1,778,1445,1579
Porites_compressa_HIv1___TS.g983.t1,1,0,0
Porites_compressa_HIv1___TS.g985.t3,388,1025,1233
Porites_compressa_HIv1___RNAseq.g26590.t1,15252,15815,26658
Porites_compressa_HIv1___RNAseq.g26592.t1,73,847,619
Porites_compressa_HIv1___RNAseq.g26593.t1,32,0,0
Porites_compressa_HIv1___RNAseq.g26594.t1,266,57,44
Porites_compressa_HIv1___RNAseq.g26596.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g26599.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g26602.t1,662,893,1076
Porites_compressa_HIv1___RNAseq.g26603.t1,2010,2310,3308
Porites_compressa_HIv1___RNAseq.g26604.t1,40,37,0
Porites_compressa_HIv1___TS.g1009.t1,7,0,0
Porites_compressa_HIv1___RNAseq.g26612.t1,66,530,202
Porites_compressa_HIv1___RNAseq.g26613.t1,1449,1979,4290
Porites_compressa_HIv1___TS.g1016.t1,1,0,0
Porites_compressa_HIv1___TS.g1020.t1,267,221,0
Porites_compressa_HIv1___RNAseq.g26624.t1,39,649,47
