"","POR_13","POR_34","POR_61"
"Porites_compressa_HIv1___TS.g29794.t1",126,156,401
"Porites_compressa_HIv1___RNAseq.g9048.t1",390,1350,1298
"Porites_compressa_HIv1___RNAseq.g9049.t1",38,341,102
"Porites_compressa_HIv1___TS.g29798.t2",928,375,0
"Porites_compressa_HIv1___RNAseq.g9051.t1",1581,865,0
"Porites_compressa_HIv1___RNAseq.g9052.t1",409,442,0
"Porites_compressa_HIv1___RNAseq.g9055.t1",989,1121,647
"Porites_compressa_HIv1___TS.g29804.t1",173,72,78
"Porites_compressa_HIv1___TS.g29805.t1",107,72,0
"Porites_compressa_HIv1___TS.g29808.t2",373,733,1164
"Porites_compressa_HIv1___RNAseq.g18153.t2",0,75,0
"Porites_compressa_HIv1___RNAseq.g18081.t1",0,0,31
"Porites_compressa_HIv1___RNAseq.g18089.t1",0,250,0
"Porites_compressa_HIv1___TS.g22999.t1",0,16,0
"Porites_compressa_HIv1___RNAseq.g18091.t1",0,476,0
"Porites_compressa_HIv1___RNAseq.g18095.t1",0,445,403
"Porites_compressa_HIv1___RNAseq.g18097.t1",0,718,1029
"Porites_compressa_HIv1___RNAseq.g18099.t1",0,60,0
"Porites_compressa_HIv1___RNAseq.33344_t",0,272,154
"Porites_compressa_HIv1___RNAseq.g18106.t1",0,23,0
"Porites_compressa_HIv1___RNAseq.g18108.t1",0,116,20
"Porites_compressa_HIv1___RNAseq.g18111.t1",0,1,255
"Porites_compressa_HIv1___RNAseq.g18133.t1",0,266,0
"Porites_compressa_HIv1___TS.g23045.t1",0,0,62
"Porites_compressa_HIv1___RNAseq.g18139.t1",0,122,0
"Porites_compressa_HIv1___TS.g23049.t1",0,0,21
"Porites_compressa_HIv1___RNAseq.g18142.t1",0,0,22
"Porites_compressa_HIv1___RNAseq.g18143.t1",0,29,0
"Porites_compressa_HIv1___RNAseq.g18145.t1",0,306,0
"Porites_compressa_HIv1___RNAseq.33384_t",0,173,675
"Porites_compressa_HIv1___RNAseq.g18147.t1",0,40,154
"Porites_compressa_HIv1___RNAseq.g18079.t1",55,129,79
"Porites_compressa_HIv1___TS.g22988.t1",1413,2131,2242
"Porites_compressa_HIv1___RNAseq.g18082.t1",628,311,173
"Porites_compressa_HIv1___RNAseq.g18083.t1",5960,8706,5346
"Porites_compressa_HIv1___RNAseq.g18088.t1",41,383,0
"Porites_compressa_HIv1___RNAseq.g18093.t1",2236,3474,8315
"Porites_compressa_HIv1___RNAseq.g18094.t1",39,213,178
"Porites_compressa_HIv1___RNAseq.g18096.t2",244,657,711
"Porites_compressa_HIv1___TS.g23009.t1",388,1211,881
"Porites_compressa_HIv1___RNAseq.g18101.t1",1036,1235,766
"Porites_compressa_HIv1___RNAseq.g18102.t1",316,965,762
"Porites_compressa_HIv1___RNAseq.g18103.t1",228,96,112
"Porites_compressa_HIv1___RNAseq.g18105.t1",377,517,230
"Porites_compressa_HIv1___TS.g23014.t1c",23,26,179
"Porites_compressa_HIv1___RNAseq.g18112.t1",551,252,505
"Porites_compressa_HIv1___RNAseq.g18113.t1b",45,0,10
"Porites_compressa_HIv1___RNAseq.g18114.t1",140,1625,419
"Porites_compressa_HIv1___RNAseq.g18116.t1",5,91,246
"Porites_compressa_HIv1___RNAseq.g18118.t1",239,0,96
"Porites_compressa_HIv1___RNAseq.g18121.t1",73,625,0
"Porites_compressa_HIv1___RNAseq.g18123.t2",308,389,3749
"Porites_compressa_HIv1___RNAseq.g18127.t1",88,306,28
"Porites_compressa_HIv1___RNAseq.g18128.t1",2525,1034,1278
"Porites_compressa_HIv1___RNAseq.g18129.t1",1,14,6
"Porites_compressa_HIv1___RNAseq.g18130.t1",71,892,378
"Porites_compressa_HIv1___RNAseq.g18131.t1",772,1376,1307
"Porites_compressa_HIv1___RNAseq.g18136.t1",40,0,0
"Porites_compressa_HIv1___RNAseq.g18138.t1",25,0,16
"Porites_compressa_HIv1___RNAseq.g18140.t1",1798,2279,2489
"Porites_compressa_HIv1___RNAseq.g18144.t1",1,34,0
"Porites_compressa_HIv1___RNAseq.g18148.t1",511,952,742
"Porites_compressa_HIv1___RNAseq.g18150.t1",397,1165,1435
"Porites_compressa_HIv1___RNAseq.g18151.t1",381,1033,1212
"Porites_compressa_HIv1___RNAseq.33390_t",1012,873,722
"Porites_compressa_HIv1___TS.g6226.t1",0,181,0
"Porites_compressa_HIv1___TS.g6229.t1",0,32,0
"Porites_compressa_HIv1___RNAseq.g39472.t1",0,36,0
"Porites_compressa_HIv1___RNAseq.g39474.t1",0,22,0
"Porites_compressa_HIv1___RNAseq.g39482.t1",0,15,0
"Porites_compressa_HIv1___TS.g6256.t1",0,0,17
"Porites_compressa_HIv1___TS.g6217.t1",105,111,314
"Porites_compressa_HIv1___RNAseq.g39449.t1",4,28,11
"Porites_compressa_HIv1___RNAseq.g39457.t1",30,0,19
"Porites_compressa_HIv1___RNAseq.g39465.t1",23,66,60
"Porites_compressa_HIv1___RNAseq.g39466.t1",20,0,63
"Porites_compressa_HIv1___RNAseq.g39467.t1",176,0,0
"Porites_compressa_HIv1___TS.g6245.t1",14,0,0
"Porites_compressa_HIv1___RNAseq.g39485.t1",1,22,3
"Porites_compressa_HIv1___RNAseq.g39488.t1",12,290,0
"Porites_compressa_HIv1___RNAseq.g18613.t1",359,613,335
"Porites_compressa_HIv1___TS.g10656.t1",0,13,0
"Porites_compressa_HIv1___RNAseq.g35884.t1",0,235,0
"Porites_compressa_HIv1___RNAseq.g35889.t1",0,205,0
"Porites_compressa_HIv1___RNAseq.g35891.t1",0,392,0
"Porites_compressa_HIv1___RNAseq.g35895.t1",0,30,0
"Porites_compressa_HIv1___RNAseq.g35896.t1",0,96,185
"Porites_compressa_HIv1___RNAseq.g35903.t1",0,13,0
"Porites_compressa_HIv1___TS.g10682.t1",0,49,16
"Porites_compressa_HIv1___RNAseq.g35911.t1",0,0,584
"Porites_compressa_HIv1___RNAseq.g35913.t1",0,568,672
"Porites_compressa_HIv1___RNAseq.g35916.t1",0,0,64
"Porites_compressa_HIv1___RNAseq.g35928.t1",0,20,15
"Porites_compressa_HIv1___RNAseq.g35933.t1",0,20,15
"Porites_compressa_HIv1___RNAseq.g35938.t1b",0,74,106
"Porites_compressa_HIv1___RNAseq.g35892.t1",1424,2029,928
"Porites_compressa_HIv1___RNAseq.g35893.t1",75,330,2314
"Porites_compressa_HIv1___RNAseq.g35894.t1",19538,18411,22955
"Porites_compressa_HIv1___RNAseq.g35897.t1",3793,5187,11432
"Porites_compressa_HIv1___RNAseq.g35898.t1",13825,18719,11823
"Porites_compressa_HIv1___RNAseq.g35905.t1",252,70,91
"Porites_compressa_HIv1___RNAseq.g35906.t1",73,1004,1280
"Porites_compressa_HIv1___RNAseq.g35908.t1",194,311,589
"Porites_compressa_HIv1___RNAseq.g35910.t1",179,0,0
"Porites_compressa_HIv1___RNAseq.g35914.t1",336,201,624
"Porites_compressa_HIv1___RNAseq.g35915.t1",29,133,150
"Porites_compressa_HIv1___RNAseq.g35917.t1",11,387,144
"Porites_compressa_HIv1___RNAseq.g35922.t1",923,956,1255
"Porites_compressa_HIv1___RNAseq.g35923.t1",269,782,832
"Porites_compressa_HIv1___RNAseq.33488_t",1884,3309,3049
"Porites_compressa_HIv1___RNAseq.g35925.t1",445,680,145
"Porites_compressa_HIv1___RNAseq.g35929.t1",43,72,0
"Porites_compressa_HIv1___RNAseq.g35930.t1",11,17,23
"Porites_compressa_HIv1___RNAseq.g35931.t1",15,47,115
"Porites_compressa_HIv1___RNAseq.g35934.t1",14,180,0
"Porites_compressa_HIv1___RNAseq.g35935.t1",35,15,13
"Porites_compressa_HIv1___RNAseq.g35936.t1",31,33,0
"Porites_compressa_HIv1___RNAseq.g35937.t1",5,35,46
"Porites_compressa_HIv1___RNAseq.g35939.t1",8,51,0
"Porites_compressa_HIv1___RNAseq.g18618.t1",0,777,94
"Porites_compressa_HIv1___RNAseq.g18619.t1",0,291,112
"Porites_compressa_HIv1___RNAseq.33512_t",0,0,433
"Porites_compressa_HIv1___RNAseq.g18623.t1",0,538,203
"Porites_compressa_HIv1___TS.g19703.t1b",0,144,136
"Porites_compressa_HIv1___TS.g19704.t1",0,38,24
"Porites_compressa_HIv1___RNAseq.g18627.t1",0,251,80
"Porites_compressa_HIv1___RNAseq.g18630.t1",0,81,251
"Porites_compressa_HIv1___RNAseq.g18654.t1",0,0,48
"Porites_compressa_HIv1___RNAseq.g18657.t1",0,12,74
"Porites_compressa_HIv1___RNAseq.g18658.t1",0,16,272
"Porites_compressa_HIv1___RNAseq.g18664.t1",0,211,24
"Porites_compressa_HIv1___RNAseq.g18665.t1",0,54,118
"Porites_compressa_HIv1___RNAseq.g18617.t1",171,431,0
"Porites_compressa_HIv1___RNAseq.g18620.t1",151,404,368
"Porites_compressa_HIv1___RNAseq.g18622.t1",174,1246,763
"Porites_compressa_HIv1___TS.g19702.t1",38,74,7
"Porites_compressa_HIv1___TS.g19703.t1c",129,114,85
"Porites_compressa_HIv1___RNAseq.g18628.t1",22,584,381
"Porites_compressa_HIv1___RNAseq.g18629.t2",173,7,140
"Porites_compressa_HIv1___TS.g19712.t1",9,14,0
"Porites_compressa_HIv1___RNAseq.g18641.t1",209,0,26
"Porites_compressa_HIv1___TS.g19725.t1",5491,8623,4634
"Porites_compressa_HIv1___RNAseq.g18652.t1",239,706,349
"Porites_compressa_HIv1___RNAseq.g18653.t1",1417,1345,642
"Porites_compressa_HIv1___RNAseq.g18656.t1",433,488,0
"Porites_compressa_HIv1___RNAseq.g18662.t1",445,1663,1844
"Porites_compressa_HIv1___RNAseq.g18663.t1",89,11,16
"Porites_compressa_HIv1___RNAseq.g21708.t1",0,40,207
"Porites_compressa_HIv1___RNAseq.g21716.t1",0,277,237
"Porites_compressa_HIv1___RNAseq.g21717.t1",0,25,62
"Porites_compressa_HIv1___RNAseq.g21722.t1b",0,211,45
"Porites_compressa_HIv1___RNAseq.g21722.t1a",0,181,166
"Porites_compressa_HIv1___RNAseq.g21725.t1",0,0,91
"Porites_compressa_HIv1___RNAseq.g21739.t1",0,164,290
"Porites_compressa_HIv1___RNAseq.g21751.t1a",0,0,134
"Porites_compressa_HIv1___RNAseq.g21753.t1",0,71,247
"Porites_compressa_HIv1___TS.g6177.t1",0,250,230
"Porites_compressa_HIv1___RNAseq.g21756.t1",0,277,0
"Porites_compressa_HIv1___RNAseq.g21761.t1",0,466,254
"Porites_compressa_HIv1___TS.g6185.t1",0,184,0
"Porites_compressa_HIv1___TS.g6186.t1",0,258,0
"Porites_compressa_HIv1___RNAseq.g21763.t1",0,355,156
"Porites_compressa_HIv1___RNAseq.g21766.t1",0,0,172
"Porites_compressa_HIv1___RNAseq.g21769.t1",0,210,76
"Porites_compressa_HIv1___RNAseq.g21710.t1",156,201,142
"Porites_compressa_HIv1___RNAseq.g21715.t1",2650,3677,6974
"Porites_compressa_HIv1___RNAseq.g21718.t1",44,146,686
"Porites_compressa_HIv1___RNAseq.g21719.t1",48,606,0
"Porites_compressa_HIv1___RNAseq.33570_t",94,0,119
"Porites_compressa_HIv1___TS.g6144.t2",351,2363,1537
"Porites_compressa_HIv1___RNAseq.g21724.t2",46,1134,1120
"Porites_compressa_HIv1___RNAseq.g21730.t1",207,1,1
"Porites_compressa_HIv1___RNAseq.g21732.t1",33,1,1
"Porites_compressa_HIv1___RNAseq.g21734.t1",48,24,97
"Porites_compressa_HIv1___RNAseq.g21735.t1",21,0,1
"Porites_compressa_HIv1___RNAseq.g21736.t1",2,1,48
"Porites_compressa_HIv1___TS.g6159.t1",243,29,0
"Porites_compressa_HIv1___RNAseq.g21740.t1",50,369,558
"Porites_compressa_HIv1___RNAseq.g21741.t1",439,143,226
"Porites_compressa_HIv1___RNAseq.g21743.t1",390,136,105
"Porites_compressa_HIv1___RNAseq.g21744.t1",53,1448,439
"Porites_compressa_HIv1___TS.g6167.t2",159,739,66
"Porites_compressa_HIv1___RNAseq.g21746.t1",361,3,243
"Porites_compressa_HIv1___RNAseq.g21749.t1",401,729,833
"Porites_compressa_HIv1___RNAseq.g21750.t1",300,44,1
"Porites_compressa_HIv1___RNAseq.g21751.t1b",301512,375976,243935
"Porites_compressa_HIv1___RNAseq.g21752.t1",1291,2230,1187
"Porites_compressa_HIv1___TS.g6178.t1",185,1158,347
"Porites_compressa_HIv1___RNAseq.g21757.t1",517,504,0
"Porites_compressa_HIv1___TS.g6181.t1",61,147,137
"Porites_compressa_HIv1___RNAseq.g21760.t1",287,303,329
"Porites_compressa_HIv1___RNAseq.g21764.t1a",298,0,103
"Porites_compressa_HIv1___RNAseq.g21765.t1c",156,0,42
"Porites_compressa_HIv1___RNAseq.g21765.t1a",474,780,58
"Porites_compressa_HIv1___TS.g6193.t1",465,2471,906
"Porites_compressa_HIv1___RNAseq.g21768.t1",4324,4271,3883
"Porites_compressa_HIv1___RNAseq.33623_t",469,897,342
"Porites_compressa_HIv1___TS.g6197.t1a",176,539,181
"Porites_compressa_HIv1___TS.g6197.t1b",749,527,1667
"Porites_compressa_HIv1___RNAseq.g21772.t1",341,355,158
"Porites_compressa_HIv1___RNAseq.g2629.t1",0,10,20
"Porites_compressa_HIv1___RNAseq.g2600.t1",0,50,0
"Porites_compressa_HIv1___RNAseq.g2605.t1",0,20,0
"Porites_compressa_HIv1___RNAseq.g2613.t1",0,13,7
"Porites_compressa_HIv1___RNAseq.g2623.t1",0,0,43
"Porites_compressa_HIv1___RNAseq.g23314.t1",0,34,63
"Porites_compressa_HIv1___RNAseq.g23315.t1",0,37,0
"Porites_compressa_HIv1___RNAseq.g23316.t1",0,293,72
"Porites_compressa_HIv1___RNAseq.g23318.t1",0,127,40
"Porites_compressa_HIv1___RNAseq.g23322.t1",0,0,26
"Porites_compressa_HIv1___RNAseq.g23326.t1",0,1053,30
"Porites_compressa_HIv1___RNAseq.g23327.t1",0,0,39
"Porites_compressa_HIv1___RNAseq.g23328.t1",0,43,0
"Porites_compressa_HIv1___TS.g38376.t2d",0,15,71
"Porites_compressa_HIv1___TS.g38376.t2b",0,69,0
"Porites_compressa_HIv1___RNAseq.g23335.t1",0,38,316
"Porites_compressa_HIv1___RNAseq.g23341.t1",0,300,0
"Porites_compressa_HIv1___RNAseq.g23349.t1",0,92,5
"Porites_compressa_HIv1___TS.g38401.t3",0,35,265
"Porites_compressa_HIv1___RNAseq.g23357.t1",0,70,0
"Porites_compressa_HIv1___RNAseq.g23360.t1",0,600,145
"Porites_compressa_HIv1___RNAseq.g23362.t1",0,0,125
"Porites_compressa_HIv1___RNAseq.g23363.t1",0,0,270
"Porites_compressa_HIv1___TS.g38415.t1",0,87,0
"Porites_compressa_HIv1___RNAseq.g23366.t1",0,49,0
"Porites_compressa_HIv1___RNAseq.g23367.t1",0,22,42
"Porites_compressa_HIv1___TS.g38418.t1",0,1132,0
"Porites_compressa_HIv1___RNAseq.g23312.t1",789,817,410
"Porites_compressa_HIv1___RNAseq.g23313.t1",427,142,445
"Porites_compressa_HIv1___RNAseq.g23317.t1",743,143,0
"Porites_compressa_HIv1___TS.g38367.t1",14,441,881
"Porites_compressa_HIv1___TS.g38380.t1",51,0,0
"Porites_compressa_HIv1___RNAseq.g23334.t1",113,1166,56
"Porites_compressa_HIv1___RNAseq.g23343.t1",33,0,0
"Porites_compressa_HIv1___RNAseq.g23344.t1",94,210,30
"Porites_compressa_HIv1___RNAseq.g23346.t1",534,878,238
"Porites_compressa_HIv1___RNAseq.g23347.t1",181,481,342
"Porites_compressa_HIv1___RNAseq.g23348.t1",162,324,451
"Porites_compressa_HIv1___RNAseq.g23350.t1",27,521,558
"Porites_compressa_HIv1___RNAseq.g23351.t1",157,101,75
"Porites_compressa_HIv1___RNAseq.g23352.t1",62992,66396,66652
"Porites_compressa_HIv1___RNAseq.g23355.t1",14,26,111
"Porites_compressa_HIv1___RNAseq.g23356.t1",381,1107,870
"Porites_compressa_HIv1___RNAseq.g23359.t1",24,17,52
"Porites_compressa_HIv1___RNAseq.g23361.t1",82,0,0
"Porites_compressa_HIv1___RNAseq.33676_t",438,943,2151
"Porites_compressa_HIv1___TS.g38414.t1",1237,1641,1266
"Porites_compressa_HIv1___TS.g38419.t2",48,168,174
"Porites_compressa_HIv1___RNAseq.g23370.t1",123,181,80
"Porites_compressa_HIv1___RNAseq.g23373.t1",48,644,221
"Porites_compressa_HIv1___RNAseq.g23374.t1",347,315,153
"Porites_compressa_HIv1___RNAseq.g22340.t1",0,628,245
"Porites_compressa_HIv1___RNAseq.g22343.t1",0,271,0
"Porites_compressa_HIv1___RNAseq.g22354.t1",0,423,1479
"Porites_compressa_HIv1___TS.g36531.t1",0,46,0
"Porites_compressa_HIv1___RNAseq.g22366.t1a",0,414,116
"Porites_compressa_HIv1___RNAseq.g22328.t1",1530,539,484
"Porites_compressa_HIv1___RNAseq.g22329.t1",10082,56,109
"Porites_compressa_HIv1___TS.g36499.t2",212,287,75
"Porites_compressa_HIv1___RNAseq.g22334.t1",184,0,0
"Porites_compressa_HIv1___RNAseq.g22335.t1",168,0,0
"Porites_compressa_HIv1___RNAseq.g22336.t1",67,0,0
"Porites_compressa_HIv1___TS.g36507.t1",1,101,0
"Porites_compressa_HIv1___RNAseq.g22341.t1",133,401,428
"Porites_compressa_HIv1___RNAseq.g22342.t1",15,28,643
"Porites_compressa_HIv1___RNAseq.g22344.t1",75,66,62
"Porites_compressa_HIv1___RNAseq.g22345.t1",642,1046,885
"Porites_compressa_HIv1___RNAseq.g22346.t1",264,23,242
"Porites_compressa_HIv1___RNAseq.g22347.t1",355,0,0
"Porites_compressa_HIv1___RNAseq.g22348.t1",114,629,7
"Porites_compressa_HIv1___RNAseq.g22351.t1",1026,641,755
"Porites_compressa_HIv1___RNAseq.g22352.t1",4524,6112,3525
"Porites_compressa_HIv1___RNAseq.g22353.t1",89,0,49
"Porites_compressa_HIv1___RNAseq.g22355.t1",129,389,486
"Porites_compressa_HIv1___TS.g36526.t1",361,752,665
"Porites_compressa_HIv1___RNAseq.g22357.t1",1835,4006,6164
"Porites_compressa_HIv1___RNAseq.g22363.t1",481,561,1176
"Porites_compressa_HIv1___RNAseq.g22364.t1",192,0,110
"Porites_compressa_HIv1___RNAseq.g22365.t1",1131,2004,1549
"Porites_compressa_HIv1___RNAseq.g22371.t1",33,0,0
"Porites_compressa_HIv1___RNAseq.g22376.t1",46,490,2703
"Porites_compressa_HIv1___RNAseq.33768_t",440,0,89
"Porites_compressa_HIv1___RNAseq.33769_t",85,67,0
"Porites_compressa_HIv1___TS.g36550.t1",35,60,0
"Porites_compressa_HIv1___RNAseq.g22380.t2",157,23,0
"Porites_compressa_HIv1___TS.g36552.t1",72,15,0
"Porites_compressa_HIv1___RNAseq.g22382.t1",14,0,0
"Porites_compressa_HIv1___RNAseq.g273.t1",0,85,0
"Porites_compressa_HIv1___TS.g16112.t1",0,154,20
"Porites_compressa_HIv1___RNAseq.g287.t1",0,25,188
"Porites_compressa_HIv1___RNAseq.g288.t1",0,145,387
"Porites_compressa_HIv1___RNAseq.g303.t1",0,142,176
"Porites_compressa_HIv1___RNAseq.g305.t1",0,38,73
"Porites_compressa_HIv1___RNAseq.g310.t1",0,120,185
"Porites_compressa_HIv1___RNAseq.g318.t1",0,38,0
"Porites_compressa_HIv1___RNAseq.g272.t1",6,9,23
"Porites_compressa_HIv1___TS.g16110.t1",80,54,0
"Porites_compressa_HIv1___RNAseq.g281.t1",61,0,120
"Porites_compressa_HIv1___TS.g16114.t2c",1125,2039,1036
"Porites_compressa_HIv1___RNAseq.g283.t1",4078,5849,5562
"Porites_compressa_HIv1___RNAseq.g284.t1",408,861,324
"Porites_compressa_HIv1___RNAseq.g293.t1",2,56,127
"Porites_compressa_HIv1___RNAseq.g296.t1",27,53,21
"Porites_compressa_HIv1___RNAseq.g297.t1",24,0,0
"Porites_compressa_HIv1___RNAseq.g298.t1",28783,22186,24171
"Porites_compressa_HIv1___RNAseq.g299.t1",390,799,600
"Porites_compressa_HIv1___RNAseq.g300.t1",404,1004,4061
"Porites_compressa_HIv1___RNAseq.g301.t1",671,519,775
"Porites_compressa_HIv1___RNAseq.g314.t1",1348,4711,5235
"Porites_compressa_HIv1___TS.g16147.t1",220,317,1340
"Porites_compressa_HIv1___RNAseq.g316.t1",47,234,208
"Porites_compressa_HIv1___RNAseq.g317.t1a",1477,2609,3123
"Porites_compressa_HIv1___RNAseq.g317.t1b",26,29,47
"Porites_compressa_HIv1___RNAseq.g8346.t1",34,72,0
"Porites_compressa_HIv1___RNAseq.g8295.t1",0,0,96
"Porites_compressa_HIv1___RNAseq.g8300.t1",0,67,17
"Porites_compressa_HIv1___RNAseq.g8301.t1",0,18,0
"Porites_compressa_HIv1___RNAseq.g8314.t1",0,11,10
"Porites_compressa_HIv1___RNAseq.g8317.t1",0,46,0
"Porites_compressa_HIv1___RNAseq.g8318.t1",0,0,131
"Porites_compressa_HIv1___RNAseq.g8320.t1",0,29,0
"Porites_compressa_HIv1___RNAseq.g8326.t1",0,86,0
"Porites_compressa_HIv1___RNAseq.g8332.t1",0,64,0
"Porites_compressa_HIv1___RNAseq.g8333.t1c",0,20,7
"Porites_compressa_HIv1___RNAseq.g8334.t1",0,32,0
"Porites_compressa_HIv1___RNAseq.g8338.t1",0,7,123
"Porites_compressa_HIv1___RNAseq.g8341.t1",0,48,0
"Porites_compressa_HIv1___TS.g1985.t1b",4,26,5
"Porites_compressa_HIv1___RNAseq.g8316.t1",37,74,76
"Porites_compressa_HIv1___RNAseq.g8319.t1",10,1001,236
"Porites_compressa_HIv1___RNAseq.33850_t",32,22,17
"Porites_compressa_HIv1___RNAseq.g8325.t1",12,88,261
"Porites_compressa_HIv1___RNAseq.g8327.t1",2,7,88
"Porites_compressa_HIv1___RNAseq.g8330.t1",39,60,101
"Porites_compressa_HIv1___RNAseq.g8331.t1",127,86,392
"Porites_compressa_HIv1___RNAseq.g8333.t1b",234,24,126
"Porites_compressa_HIv1___RNAseq.g8342.t1",11,348,104
"Porites_compressa_HIv1___RNAseq.33871_t",311,28,55
"Porites_compressa_HIv1___RNAseq.g5843.t1a",13,9,4
"Porites_compressa_HIv1___RNAseq.g30187.t1",0,0,216
"Porites_compressa_HIv1___RNAseq.g30188.t1",0,608,86
"Porites_compressa_HIv1___RNAseq.33892_t",0,175,0
"Porites_compressa_HIv1___TS.g13589.t1",0,261,914
"Porites_compressa_HIv1___RNAseq.g30196.t1",0,0,30
"Porites_compressa_HIv1___RNAseq.g30198.t1",0,152,605
"Porites_compressa_HIv1___RNAseq.g30201.t1",0,578,30
"Porites_compressa_HIv1___RNAseq.g30203.t1",0,1075,530
"Porites_compressa_HIv1___RNAseq.g30209.t1",0,71,298
"Porites_compressa_HIv1___RNAseq.g30211.t1",0,0,168
"Porites_compressa_HIv1___RNAseq.g30212.t1",0,15,691
"Porites_compressa_HIv1___RNAseq.g30217.t1a",0,44,96
"Porites_compressa_HIv1___TS.g13610.t2",0,266,0
"Porites_compressa_HIv1___RNAseq.g30219.t1",0,717,572
"Porites_compressa_HIv1___TS.g13612.t1",0,672,66
"Porites_compressa_HIv1___RNAseq.g30226.t1",0,0,160
"Porites_compressa_HIv1___RNAseq.g30232.t1",0,55,493
"Porites_compressa_HIv1___RNAseq.g30233.t1",0,354,428
"Porites_compressa_HIv1___RNAseq.g30242.t1",0,0,187
"Porites_compressa_HIv1___RNAseq.g30186.t1",438,779,1025
"Porites_compressa_HIv1___RNAseq.g30189.t1",196,660,694
"Porites_compressa_HIv1___TS.g13584.t2",245,997,668
"Porites_compressa_HIv1___RNAseq.g30191.t1",195,0,0
"Porites_compressa_HIv1___RNAseq.g30194.t1",362,150,314
"Porites_compressa_HIv1___RNAseq.g30199.t1",159,125,47
"Porites_compressa_HIv1___RNAseq.g30200.t1",117,784,269
"Porites_compressa_HIv1___RNAseq.33903_t",1359,1936,1120
"Porites_compressa_HIv1___RNAseq.g30204.t1",201,402,210
"Porites_compressa_HIv1___RNAseq.g30205.t1",114,421,293
"Porites_compressa_HIv1___RNAseq.g30208.t1",451,1092,1403
"Porites_compressa_HIv1___RNAseq.g30213.t1",7175,10345,3982
"Porites_compressa_HIv1___RNAseq.g30214.t1",28,828,0
"Porites_compressa_HIv1___RNAseq.g30216.t1",25,66,22
"Porites_compressa_HIv1___RNAseq.g30217.t1b",250,377,213
"Porites_compressa_HIv1___RNAseq.g30221.t1",326,1325,147
"Porites_compressa_HIv1___RNAseq.g30222.t1",756,3771,3535
"Porites_compressa_HIv1___RNAseq.g30224.t1",11,329,0
"Porites_compressa_HIv1___RNAseq.g30225.t1",68,310,110
"Porites_compressa_HIv1___RNAseq.g30228.t1",67,1,0
"Porites_compressa_HIv1___TS.g13621.t1",5,0,421
"Porites_compressa_HIv1___RNAseq.g30230.t1",3054,4451,11639
"Porites_compressa_HIv1___RNAseq.g30231.t1",45,0,167
"Porites_compressa_HIv1___RNAseq.g30235.t1",2438,3793,1466
"Porites_compressa_HIv1___RNAseq.g30236.t1",109,171,68
"Porites_compressa_HIv1___RNAseq.g30237.t1",179,370,85
"Porites_compressa_HIv1___RNAseq.g30238.t1",118,668,0
"Porites_compressa_HIv1___RNAseq.g30239.t1",49,1304,1309
"Porites_compressa_HIv1___RNAseq.g30240.t1",1788,1727,766
"Porites_compressa_HIv1___RNAseq.g30241.t1",739,991,4482
"Porites_compressa_HIv1___RNAseq.g5898.t1",89,200,298
"Porites_compressa_HIv1___TS.g7903.t1",0,33,3
"Porites_compressa_HIv1___TS.g7912.t1",0,0,125
"Porites_compressa_HIv1___TS.g7916.t1",0,170,0
"Porites_compressa_HIv1___RNAseq.g5865.t1",0,0,14
"Porites_compressa_HIv1___RNAseq.g5868.t1",0,0,193
"Porites_compressa_HIv1___RNAseq.g5869.t1",0,112,0
"Porites_compressa_HIv1___RNAseq.g5871.t1",0,0,1456
"Porites_compressa_HIv1___TS.g7924.t1",0,0,111
"Porites_compressa_HIv1___TS.g7925.t1",0,198,0
"Porites_compressa_HIv1___RNAseq.g5874.t1b",0,42,0
"Porites_compressa_HIv1___RNAseq.g5890.t1",0,256,45
"Porites_compressa_HIv1___RNAseq.g5891.t1",0,210,0
"Porites_compressa_HIv1___RNAseq.g5893.t1",0,1150,219
"Porites_compressa_HIv1___TS.g7943.t1",0,164,0
"Porites_compressa_HIv1___RNAseq.g5844.t1",142,133,41
"Porites_compressa_HIv1___TS.g7902.t1",47,61,70
"Porites_compressa_HIv1___RNAseq.g5874.t1a",181,209,661
"Porites_compressa_HIv1___RNAseq.g5875.t1",9,76,141
"Porites_compressa_HIv1___RNAseq.g5889.t1",305,0,281
"Porites_compressa_HIv1___RNAseq.g5894.t1",1104,585,1015
"Porites_compressa_HIv1___RNAseq.g5895.t1",352,595,924
"Porites_compressa_HIv1___TS.g7948.t1",601,743,591
"Porites_compressa_HIv1___RNAseq.g27447.t1",0,194,0
"Porites_compressa_HIv1___RNAseq.g27451.t1",0,31,198
"Porites_compressa_HIv1___RNAseq.g27456.t1",0,49,203
"Porites_compressa_HIv1___RNAseq.g27457.t1",0,848,186
"Porites_compressa_HIv1___RNAseq.g27464.t1",0,78,0
"Porites_compressa_HIv1___TS.g32181.t1",0,0,42
"Porites_compressa_HIv1___RNAseq.g27436.t1",725,1694,524
"Porites_compressa_HIv1___RNAseq.g27437.t1",7,38,0
"Porites_compressa_HIv1___RNAseq.g27441.t1",41,0,301
"Porites_compressa_HIv1___RNAseq.g27444.t1",119,14,5
"Porites_compressa_HIv1___RNAseq.g27446.t1",192,0,3
"Porites_compressa_HIv1___RNAseq.g27449.t1",84,0,154
"Porites_compressa_HIv1___TS.g32169.t1",139,108,0
"Porites_compressa_HIv1___RNAseq.g27454.t1",211,399,786
"Porites_compressa_HIv1___RNAseq.g27459.t1",459,125,271
